评论时间,IP,用户ID,昵称,评论,评分,lr_probabilities,nn_probabilities,combined_probabilities,sentiment
1713431557,广东,22213605,天天笑,老君山的特色还是挺多的，首先是不对外国人开放，然后是四级扶梯可以上山，第三是有滑梯可以下来，第四是索道多，点赞👍值得一游,5,[0.00174422 0.99825578],[0.02666509 0.9733349 ],[0.01171257 0.98828743],1
1689809757,湖北,10538472,_m13****6882,老君山网红，不少年轻人都来，有的裹着棉衣等着亮灯，第一级缆车估计是必须的，步行的话据说没什么风景，路又远，而且还是盘山公路,4,[0.05670583 0.94329417],[0.17668575 0.82331425],[0.1046978  0.89530221],1
1689474649,河南,3920801,Weihong68,远赴人间骗你爬山系列 一级索道+二级索道+四段电梯，钱到位爬山有什么累的？ 十里画屏景色一般般，无论那座山看出去都一样的感觉。,3,[0.00203323 0.99796677],[0.02715421 0.9728458 ],[0.01208162 0.98791837],1
1621411857,未知,270300549,_WeCh****205624,小赵导游带我们去的景点，讲述的特别到位，最重要的是不会让你走弯路，以最快的速度到达金殿，金殿的景色超级棒呦！！！！！！！！,5,[0.0133678 0.9866322],[0.02715474 0.97284526],[0.01888258 0.98111742],1
1620915223,未知,11574631,坐看云起20,去老君山的时候是阴天，风景秀丽，但也没觉得特别出色，服务站还不错，间隔比较合理。五一期间人太多了，可能选非节日去会比较好。,4,[0.01103605 0.98896395],[0.0673368 0.9326632],[0.03355635 0.96644366],1
1606800844,未知,231195774,m26****1014,性价比高，景色确实很美,5,[7.40480942e-04 9.99259519e-01],[0.00295442 0.9970456 ],[0.00162606 0.99837394],1
1602060303,未知,197233676,时光少年依旧蓝丶,国庆期间到达老君山，人实在是太多了，排队一直到下午才上山，山上景色太美了！不枉此行！！！！！！！！！！！！！！！！！！！！,5,[0.5529164 0.4470836],[0.39592713 0.60407287],[0.49012069 0.50987931],0
1590988401,未知,183470074,Aiya7,老君山的十里画屏风景非常好！值得去观赏浏览一下！另外，第一段索道是必须消费的，一下索道温差特别大  越往上越冷，要穿长袖长裤！,5,[0.11586583 0.88413417],[0.14012367 0.85987633],[0.12556897 0.87443104],1
1538529004,未知,542492,110****599,道教圣地，景色优美，来回四程索道，这样有时间看十里画廊的风景。,5,[0.0054922 0.9945078],[0.01572359 0.9842764 ],[0.00958476 0.99041526],1
1503237299,未知,82098190,M26****186,八点多上去，人已经很多，雾很大，中午下雨。早上去售票大厅兑换票，工作人员去吃早饭，没人，晕，等了20分钟。验票处屋里坐的女孩态度不好，和5a景区应有的服务不符合。,3,[0.75350117 0.24649883],[0.8029787  0.19702129],[0.77329219 0.22670781],-1
1738121387,河南,601834566,M74****4254,老君山值得一去，导游服务态度非常好。👍,5,[0.01658691 0.98341309],[0.0155381 0.9844619],[0.01616738 0.98383262],1
1735993358,河南,522879905,M53****2249,风景很美，导游小赵热心负责，行程安排很合理，节省了多余的时间，旅游非常方便，推荐,5,[7.23899543e-04 9.99276100e-01],[0.00613713 0.99386287],[0.00288919 0.99711082],1
1735462118,贵州,627302129,一只可爱的可乐啊,老君山非常值得一去。这里不仅有壮观的自然景观，如奇峰异石、云海日出、十里画屏等，让人流连忘返；还有深厚的道教文化底蕴，老君庙、玉皇顶等建筑承载着千年的历史与信仰，能让人感受到道教文化的博大精深。   亮点   - 自然景观：老君山有着独特的“滑脱峰林”地貌和壮观的石林景区等景观群，山中树木茂盛，风景如画，处处可见山泉从山石缝隙中溢出，还有十几处瀑布。此外，雨后的老君山云雾环绕，山顶有机会观赏到极美的云海和日出，景色十分震撼。 - 文化底蕴：作为道教始祖李耳的归隐修炼之地，老君山历史悠久，山上的老君庙自北魏始建以来，就是中原香客朝拜的中心，众多的庙宇和碑刻见证了道教文化的传承与发扬，也为景区增添了神秘色彩。 - 摄影胜地：无论是晨曦初露时的云海翻腾，还是夕阳西下时的余晖洒满山峦，亦或是夜晚金顶的璀璨灯光，都能让摄影爱好者捕捉到令人心动的瞬间。   游览时长   如果是一日游，一般游客会用一天的时间游玩老君山主景区，乘坐一级索道上山后，再步行或乘坐二级索道到达十里画屏和金顶等主要景点，全程大约需要6-8小时左右。如果时间充裕，建议在山上住一晚，这样可以更好地欣赏日出日落和云海美景，还可以游览追梦谷或寨沟景区。   游玩项目   - 索道观光：景区有两级索道，一级索道可以将游客从山底快速送达中天门，二级索道则从中天门直达十里画屏入口或金顶附近，节省体力和时间的同时，还能在空中俯瞰美丽的山景。 - 十里画屏徒步：这是一段沿着山脊修建的栈道，全程约两公里，景色秀丽，如同一幅幅展开的山水画卷，沿途奇峰怪石、形态各异，让人目不暇接。 - 金顶参观：金顶是老君山的核心区域，包括金殿、玉皇顶和亮宝台等道观建筑群，建筑金碧辉煌、气势恢宏，站在金顶之上可以俯瞰群山和云海，感受道教文化的庄严与神秘。   出游类型   - 家庭出游：景区内有丰富的自然景观和文化遗迹，可以让家庭成员在游玩中学习和放松，增进亲子关系和家庭凝聚力。 - 情侣出游：一起攀登老君山，欣赏美丽的风景，在金顶祈福许愿，感受彼此的陪伴和支持，为感情增添甜蜜和难忘的回忆。 - 朋友出游：和朋友一起徒步登山、拍照打卡、分享美食，在游玩中增进友谊，留下美好的青春回忆。 - 摄影爱好者出游：老君山的云海日出、奇峰异石、道教建筑等都是绝佳的拍摄题材，能够满足摄影爱好者的创作需求。 - 文化爱好者出游：深入了解道教文化的起源、发展和传,4,[3.15923439e-04 9.99684077e-01],[0.00771368 0.9922863 ],[0.00327502 0.99672499],1
1734094664,河南,570249291,匿名用户,雪后去的，风景很好。先坐一级索道可以节省很多体力。建议早上出发，中午早点吃饭。12点左右出发上山。坐一级索道，走十里画屏，大概五点左右刚好到达金顶。看完金顶亮灯往回走，时间刚刚好。,5,[0.12824855 0.87175145],[0.2739343 0.7260657],[0.18652285 0.81347715],1
1731062732,河南,332506998,M47****4694,李导专业的讲解、细致的关怀以及周到的安排，让我们的旅程充满了欢乐与惊喜。李导总是能够及时解答我们的疑问，耐心地为我们讲解每个景点的历史背景和文化内涵，让我们在游玩的同时，也收获了许多知识。感谢为我们营造了一个温馨、愉快的旅行氛围,5,[1.26435804e-06 9.99998736e-01],[0.00145793 0.9985421 ],[5.83930459e-04 9.99416076e-01],1
1730333692,吉林,365855716,M32****447,非常不错，定之前还担心会不会被坑有购物什么的，结果是没有的。从市区到景区司机接送准时，还有免费的导游妹妹带着进去，进里面是自由行的，玩够了准时出来就行，我们是晚场，时间是足够的，来回路上大约得两个半小时，省时省心。,5,[0.0670516 0.9329484],[0.14960593 0.85039407],[0.10007334 0.89992667],1
1727783345,天津,28909492,118****926,这个真的不太好评价了。 去的时候赶上大雾和下雨。 山下的能见度还不错。 上山就惨了，几乎什么景色都看不到。 建议还是下午再上山。 我们就是上午上山，天气不好。 下了山之后，下午的天气就放晴了。 好像是和很多地方的山都是这样。,5,[0.47078834 0.52921166],[0.33122438 0.6687756 ],[0.41496276 0.58503726],0
1726548656,河南,231031716,匿名用户,太方便了，孙导认真负责，联络沟通工作很到位，性价比非常高，很满意的一次出行体验！,5,[0.00123696 0.99876304],[0.00233746 0.99766254],[0.00167716 0.99832284],1
1723909585,河南,517260491,～游历侠,非常美的自然景观，温度也适宜，特别舒适夏季游玩，商家考虑也很全面，设置的索道、电梯等都很照顾腿脚不便不能攀爬的人，即便是步行的地方台阶也不多，基本上都是比较缓的坡平路，这一点非常棒👍👍不太好的地方人山顶服务设施还不够齐全，其他都还不错吧，总之老君山还是非常棒的，很喜欢的一次旅行,3,[7.19189628e-04 9.99280810e-01],[0.00505406 0.99494594],[0.00245314 0.99754688],1
1721558291,河南,90865087,匿名用户,非常棒的一次旅行，风景好，导游也好，点赞,5,[6.62924794e-05 9.99933708e-01],[0.00100762 0.9989924 ],[4.42822096e-04 9.99557184e-01],1
1721315175,河南,150881097,匿名用户,还不错，挺好的👌🏻还不错，挺好的👌🏻还不错，挺好的👌🏻还不错，挺好的👌🏻还不错，挺好的👌🏻还不错，挺好的👌🏻还不错，挺好的👌🏻还不错，挺好的👌🏻还不错，挺好的👌🏻还不错，挺好的👌🏻还不错，挺好的👌🏻还不错，挺好的👌🏻还不错，挺好的👌🏻还不错，挺好的👌🏻还不错，挺好的👌🏻还不错，挺好的👌🏻还不错，挺好的👌🏻还不错，挺好的👌🏻,5,[0.00275787 0.99724213],[0.0195666 0.9804334],[0.00948136 0.99051866],1
1718068935,广东,17760030,匿名用户,人多的时候绝对一定别去，根本登不上金殿。人太多了，顶部几个景点都得排队。二级索道，还是得做一程，反正如果你上去的时候不坐，下来也得坐。当然，有觉悟的话，二程索道坐上去走下来肯定是最好的。  对于小孩来说，滑道绝对是最吸引人的。,4,[0.07203365 0.92796635],[0.22535503 0.774645  ],[0.1333622 0.8666378],1
1717935136,河南,31904846,丶心手,去了之后，只能说后悔，小*书坑人 首先从费用：从入门开始都是就进入套路模式 90门票➕130一索➕80二索➕40直梯 性价比极低 其次从环境：风景单一，只能为了爬山而爬山，卫生间臭气熏天，路过都抗不住，所谓的金顶都是人造景点，毫无文化底蕴，说好的不让外国人上来，标牌都是英语日语韩文。 所有的民宿几乎一模一样，连里面的餐桌椅子都几乎大差不差。到处都是套路，下山路上，刻意引导游客去商业街，绕来绕去。只要稍微有点距离的地方就要收费。 排队排了两个小时，不推荐大家去，体验很差，很划不来,2,[0.9984516 0.0015484],[0.93007433 0.06992567],[0.97110071 0.02889931],-1
1717503299,广东,290689683,D10****886,&quot;景点的建筑风格充满了历史和文化的气息，到处都能看到令人惊叹的艺术品和景观，这是一次真正的文化之旅。&quot;这里的旅游服务非常周到和贴心，导游讲解详细，让我们对景区的了解更深入，真的是一次愉快和有意义的旅行,5,[6.38724844e-05 9.99936128e-01],[0.00113881 0.9988612 ],[4.93846022e-04 9.99506154e-01],1
1717503287,广东,290689683,D10****886,&quot;景点的建筑风格充满了历史和文化的气息，到处都能看到令人惊叹的艺术品和景观，这是一次真正的文化之旅。&quot;这里的旅游服务非常周到和贴心，导游讲解详细，让我们对景区的了解更深入，真的是一次愉快和有意义的旅行,5,[6.38724844e-05 9.99936128e-01],[0.00113881 0.9988612 ],[4.93846022e-04 9.99506154e-01],1
1717503273,广东,290689683,D10****886,&quot;景点的建筑风格充满了历史和文化的气息，到处都能看到令人惊叹的艺术品和景观，这是一次真正的文化之旅。&quot;这里的旅游服务非常周到和贴心，导游讲解详细，让我们对景区的了解更深入，真的是一次愉快和有意义的旅行,5,[6.38724844e-05 9.99936128e-01],[0.00113881 0.9988612 ],[4.93846022e-04 9.99506154e-01],1
1717503259,广东,290689683,D10****886,&quot;景点的建筑风格充满了历史和文化的气息，到处都能看到令人惊叹的艺术品和景观，这是一次真正的文化之旅。&quot;这里的旅游服务非常周到和贴心，导游讲解详细，让我们对景区的了解更深入，真的是一次愉快和有意义的旅行,5,[6.38724844e-05 9.99936128e-01],[0.00113881 0.9988612 ],[4.93846022e-04 9.99506154e-01],1
1717503234,广东,290689683,D10****886,&quot;景点的建筑风格充满了历史和文化的气息，到处都能看到令人惊叹的艺术品和景观，这是一次真正的文化之旅。&quot; &quot;这里的旅游服务非常周到和贴心，导游讲解详细，让我们对景区的了解更深入，真的是一次愉快和有意义的旅行,5,[8.76532219e-05 9.99912347e-01],[0.00136679 0.9986332 ],[5.9930960e-04 9.9940069e-01],1
1713840540,江苏,102788751,浓墨染初霜,中国第一仙山名不虚传，虽然去的时候在下雨，但是一点也不影响它的颜值，云雾缭绕间仿若仙境般的美不胜收。此生必来的景点。好评,5,[0.01324694 0.98675306],[0.03476191 0.9652381 ],[0.02185293 0.97814709],1
1713539032,河南,351143550,M48****3643,一级索道和二级索道上下排队几个小时，景区山上景色有看点，只是山顶人太多了，拍不好照。下索道出来回停车场走了半小时路，和进景区所乘索道不是一个，即没有摆渡车送到停车场，也没有明确说明。夏天和人多时还是别来了。,3,[0.95180545 0.04819455],[0.8903826  0.10961743],[0.92723631 0.0727637 ],-1
1713174503,北京,1024743,云游四海天下,入园不用换票，直接刷身份证就行，停车场够大，人多车多的千万别赶上周末过去，景色还算优美怡人，山上温度偏低，风也大多穿衣服,4,[0.6636968 0.3363032],[0.41489816 0.58510184],[0.56417735 0.43582266],0
1712068823,安徽,241293374,_WeCh****671873,这次在携程购买门票的体验非常不错。整个购买过程简单便捷，只需几个简单的步骤就能轻松完成购票。   门票种类丰富，无论是热门景点还是小众景点的门票都能找到，满足了不同需求。   价格方面也比较合理，相比线下购票，还能享受到一些优惠。   而且，携程的售后服务也很出色。遇到问题时，客服人员能够及时、专业地解答，让人感到很放心。   不过，我也希望携程在未来能够进一步优化一些细节，比如在门票介绍中提供更加详细的信息，让消费者能够更好地了解景点的情况。   总的来说，这次在携程购买门票是一次愉快的体验，我会继续选择在携程购买门票。,5,[0.17526094 0.82473906],[0.05941153 0.9405885 ],[0.12892118 0.87107883],1
1712068813,安徽,241293374,_WeCh****671873,这次在携程购买门票的体验非常不错。整个购买过程简单便捷，只需几个简单的步骤就能轻松完成购票。   门票种类丰富，无论是热门景点还是小众景点的门票都能找到，满足了不同需求。   价格方面也比较合理，相比线下购票，还能享受到一些优惠。   而且，携程的售后服务也很出色。遇到问题时，客服人员能够及时、专业地解答，让人感到很放心。   不过，我也希望携程在未来能够进一步优化一些细节，比如在门票介绍中提供更加详细的信息，让消费者能够更好地了解景点的情况。   总的来说，这次在携程购买门票是一次愉快的体验，我会继续选择在携程购买门票。,5,[0.17526094 0.82473906],[0.05941153 0.9405885 ],[0.12892118 0.87107883],1
1711115068,河南,575376417,匿名用户,非常值得去打卡，而且哪里的工作人员都很热情，景色很美丽的风景线上线下线🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵🧵,5,[8.20044210e-05 9.99917996e-01],[0.0035466 0.9964534],[0.00146784 0.99853215],1
1710430517,浙江,328531018,阿斤6,超级推荐去，冬天是不一样的风景，但是有积雪要注意防滑，正常从二级索道到顶，时间2个小时左右就够了，但是有积雪还拍了照片，就有点慢，最后快4点下雪太冷了，就没有看到金顶亮灯，留个小遗憾，下次还去；对了建议自驾，否则要坐很多景区观光车；龙年宝宝还免票哦,5,[0.42110481 0.57889519],[0.27981353 0.7201865 ],[0.3645883 0.6354117],1
1697978358,福建,473682665,_WeCh****995110,"A very good place, the only fly in the ointment is that we didn&#39;t check the weather forecast in advance, but life can&#39;t be perfect everywhere.",5,[0.44195424 0.55804576],[0.11400187 0.88599813],[0.3107733  0.68922672],1
1696757991,江苏,76754359,匿名用户,景色很美，美中不足的是雨天，无法爬山，只能双程索道，天气远洋，看不到多少景色。山下只有雾气，仙雾缭绕。也省的恐高的烦恼。,5,[0.02233286 0.97766714],[0.03570849 0.9642915 ],[0.02768311 0.9723169 ],1
1696757752,江苏,76754359,匿名用户,景色很美，美中不足的是雨天，无法爬山，只能双程索道，天气远洋，看不到多少景色。山下只有雾气，仙雾缭绕。也省的恐高的烦恼。,5,[0.02233286 0.97766714],[0.03570849 0.9642915 ],[0.02768311 0.9723169 ],1
1696757722,江苏,76754359,匿名用户,景色很美，美中不足的是雨天，无法爬山，只能双程索道，天气远洋，看不到多少景色。山下只有雾气，仙雾缭绕。也省的恐高的烦恼。,5,[0.02233286 0.97766714],[0.03570849 0.9642915 ],[0.02768311 0.9723169 ],1
1696583254,福建,473682665,_WeCh****995110,"It&#39;s a very good trip. Although it&#39;s rainy and foggy, it&#39;s still very pleasant on the whole. I look forward to meeting you again in the next sunny day.",5,[0.38791737 0.61208263],[0.24864459 0.7513554 ],[0.33220826 0.66779176],1
1696345211,河南,503909,110****732,先订了景区内的民宿，经民宿老板的提醒提前预约的门票，就是预约时不能买半价票。景区二段索道可以对接，人不多的时候5分钟内可以坐上。从二级索道出口到直达山顶的扶梯大概要走半小时。我们去的前一天下雨，导致从索道出来就如行走于仙境，山顶道观群时不时的虚无飘渺一下,5,[0.33526385 0.66473615],[0.34358394 0.65641606],[0.33859188 0.66140811],1
1695132603,浙江,68936561,M44****778,景色很美，尤其是沿着栈道走，一步一景，十里画屏名不虚传。不过栈道走完后去金顶的那个电梯就完全是个坑，这个电梯就是商场、车站等常见的自行扶梯，共有4段，不长，每段抬升的高度也就7、8米，也就是说，整个抬升高度2、3十米，自己走台阶上去也容易，但要价40元，性价比极低，不知道的人还以为有多高，其实就是一个坑，千万不要花这冤枉钱，没意思。,3,[0.67678039 0.32321961],[0.3518349 0.6481651],[0.54680219 0.45319781],0
1694170586,上海,120506368,纳高尔达莲娜,相传东周道家始祖老子曾在此山隐居修炼，故名老君山，是伏牛山主峰。海拔二千多米，有官殿及庙宇群落，古时这里被视为道教圣地。,5,[2.68876752e-04 9.99731123e-01],[0.00652546 0.99347454],[0.00277151 0.9972285 ],1
1690824782,江苏,239379591,嚼薄荷糖の樟脑小狐狸,老君山很仙！十里画屏很美！等冬天下雪还想约着喜欢山水的小姐妹一起穿个汉服再去一次,5,[9.36921092e-04 9.99063079e-01],[0.00384384 0.99615616],[0.00209969 0.99790032],1
1690289842,河南,330705306,匿名用户,最喜欢索道上去隧道旁边那条路，特别美人还少，穿过隧道的话人特别多，十里画屏也让人心情没那么美了。第一天登顶，上山坐了一级索道，下山坐了滑道和一级二级索道，第二天上午去了寨沟，人特别少，一路水，孩子玩的非常开心，下午三点左右去了追梦谷，比较失望都是圈钱项目，走了挺远才能玩一点水，大部分都是围起来了，返程玩了漂流，孩子总算开心了点,5,[0.04818044 0.95181956],[0.03788316 0.96211684],[0.04406153 0.95593848],1
1688879330,浙江,418735,松饼,带老人，孩子一起，老人爬山有点累，孩子很棒，全称走完！山上风景不错，就是冷。来这一趟值得了！！，，，。，。。。，，，，，,5,[0.00501446 0.99498554],[0.04604274 0.95395726],[0.02142577 0.97857424],1
1683443659,天津,281423729,M29****4484,洛阳行第二站老君山，3号下午在民宿入住准备4号爬山，正巧遇上下雨，上午的老君山云山雾罩，坐了两级索道沿着十里画屏一路到金顶，开始雾很大什么都看不清，随着慢慢游览天有放晴的趋势，快到山顶时候能够看到隐约青翠群山，虽然没有晴空万里的盛景但是云雾间的老君山也是别有一番风情。正是所谓机缘之下看山，另一番景象，景色确实值得一赏，景区管理服务有待加强。整体推荐,5,[0.00144749 0.99855251],[0.01391262 0.9860874 ],[0.00643354 0.99356647],1
1682562251,广西,41263189,M24****322,可惜天公不作美，小雨＋雾，十里画廊啥也看不到，山顶烟味很浓，人又多，体验感不好。,4,[0.00822591 0.99177409],[0.02776647 0.97223353],[0.01604213 0.98395788],1
1682346630,黑龙江,207080194,_WeCh****679772,景区工作人员很有耐心，只是遇到下雨加上大雾，能见度低，也算是老君山的另一番景象吧,5,[0.03724343 0.96275657],[0.04758269 0.9524173 ],[0.04137913 0.95862088],1
1680496882,上海,32164398,U45435****966292,没有见到冬季白雪的老君山，但是总要来一次才相信仙山真的存在哈，交通还是比较复杂，要从洛阳高铁站或者火车站坐2个多小时到景区门口，再坐一个5块钱的电瓶车，还要再坐一个15的车才能到山脚下，个人觉得前面的5块可以不用坐，走，10多分钟吧就能到，我是买了一程缆车，剩下的都是爬上去的，没有想象那么难，总体来说值得来一次,5,[0.03265584 0.96734416],[0.11272627 0.8872737 ],[0.06468401 0.93531601],1
1660530457,上海,409689863,酷酷哒的橙子,老君山很漂亮，坐一级索道后就可以上山，没有必要再坐二级索道了，不然没有爬山的感觉，就是路线太长很累，如果不走十里画廊会近一点，但是十里画廊的风景真的很不错，走在上面有一种一览众山小的豪情，所以不要抄近路，你会留下遗憾的！,5,[0.00450298 0.99549702],[0.04843378 0.9515662 ],[0.0220753  0.97792471],1
1660115157,辽宁,120071423,会跳舞的火烈鸟,远赴人间惊鸿宴，老君山上看一看！ 冬天去的真的太美了，虽然去的那天没看天气预报，有一点下雪，大雾天。但是也不影响老君山的美啊， ①第一程坐索道到半山腰 ②剩下的路程爬山大概2个小时左右 ③山上比较冷一定要带衣服哦 ④下山也是一样滴，半山腰坐索道！ ⑤提前一天去的，在附近住下了，整体体验感很不错哦！,5,[0.00848041 0.99151959],[0.01019913 0.9898009 ],[0.0091679  0.99083212],1
1646829708,未知,5713350,onelane,总结：不值得去，凡是最近才几年火起来的景区没有一个靠谱的，只有老牌经典景区才有下限保证。 1，最重要的一点，除了十里画屏风景还能凑合看，其他的都是看个寂寞。 2，景区管理超级混乱，工作人员说话个个牛哄哄的，停车场超级乱。 3，山下住宿的宾馆是挺多，但是饭店就一家，不然就只能吃饺子凉皮泡面一类的。,1,[0.47704285 0.52295715],[0.4499421 0.5500579],[0.46620256 0.53379744],0
1637425206,未知,153462194,糖乐er,值得推荐，十里画廊很漂亮，爬上去用的时间长，但是下来很快。第二索道建议可以不坐。山上较冷，可以根据季节来决定多带件衣服。,5,[0.00631367 0.99368633],[0.03519589 0.9648041 ],[0.01786655 0.98213346],1
1633429550,未知,273231587,M33****0295,节假日人比较多，先到游客中心坐了景区观光车到检票口，检票后又换乘景区观光车到了一级缆车入口，排队一个小时，到了中天门，恰好赶上老君山一元午餐，一碗浆面条，鸡蛋，小番茄，南瓜红薯加馒头，其实在半山腰吃到这样的饭菜已经很美味了。二级索道没有坐，大概两三个小时到了金鼎。整体上体力可以，也不是太累。推荐带孩子的可以考虑。当然，一级索道要坐。,5,[0.09731723 0.90268277],[0.08972484 0.91027516],[0.09428027 0.90571974],1
1626835330,未知,44759740,盘旋的鹰,选择了就近的老君山，天气很好。最大的印象就是梯梯好多，山不大不高，一会就爬到山顶了。山林里很凉快，很多专门过来烧香拜佛的。最近去还在修房子，路会有点不好走。我们都是原路返回的再走。出出汗虔虔心，大家一起还是很不错的。下山后找了一家农家乐吃饭，还挺不错的。,3,[0.00160127 0.99839873],[0.03033304 0.96966696],[0.01309398 0.98690603],1
1620386947,未知,14287337,E08****93,老君山，本名景室山，道教主流全真派圣地，位于河南省洛阳市栾川县城东南三公里处，老君山是秦岭余脉八百里伏牛山的主峰，海拔高达2200余米。被道教尊称为太上老君的李耳（即老子）曾在此山修炼，唐太宗因此将景室山改名为老君山。,5,[0.00617088 0.99382912],[0.00949824 0.99050176],[0.00750182 0.99249819],1
1618129235,未知,117249829,安歌nana,我们是在八月底去的，真真的应了那句一山有四季。本来是没有选择住在山上看日出日落的，但是因为下山的时间晚了一些，所以偶然打卡日落余晖。云海翻涌也是真的美，不过手机拍不出来那种好看，只能用眼睛看，用脑子记。,5,[0.00649617 0.99350383],[0.03890967 0.9610903 ],[0.01946157 0.98053843],1
1613402738,未知,238733006,_WeCh****186138,优点：石林景观很震撼，景区本身风景很优美 不足：正月去的人比较多，上下山步道有一大段都是一条路，导致很拥挤，金顶一上去一股子泡面和下水道的恶臭味儿，好好的道教名山广播里却放的是凤凰传奇和好日子。。。放点道教音乐更应景吧,4,[0.02451473 0.97548527],[0.01783228 0.9821677 ],[0.02184175 0.97815825],1
1612659563,未知,9065965,鲁小彦,去了才发现哪有5A的样子，不过整体还可以,4,[0.06859059 0.93140941],[0.19737309 0.8026269 ],[0.12010359 0.87989641],1
1611963289,未知,1404531,珑女,我是广州来的游客。喜欢旅游，看见老君山下雪就赶过来，可惜酒店冬天不营业，不能住看不到日出日落，冬天也没有云海，有点遗憾。虽然这样景色也很美，夏天我一定再来。喜欢爬山可以一次满足，走在悬崖峭壁胆子小的会害怕，这么危险难为修建的工人，100元门票值得。,5,[0.24543455 0.75456545],[0.16789192 0.8321081 ],[0.2144175  0.78558252],1
1606652166,未知,100694336,M22****4064,  一开始我都有点失望了，觉得雪落了好多。  然后到达了这个景点 就拍下了这一画面。顿时感觉今天真的是赚到了。  来这里玩，天气非常重要。 一定要选出太阳的时候。不然山上雾蒙蒙的啥都看不到。  我这个视频绝对是无美颜，无滤镜。我不想骗自己，更不想骗别人。 好看就是好看，不好看就是不好看。 尽可能在携程上提前一天定套票。这样可以便宜一点点。,5,[0.84937282 0.15062718],[0.7248317  0.27516827],[0.79955639 0.20044361],-1
1603624412,未知,270009317,M41****9152,非常好玩的一个景点，已经第二次来了，上次是雨天，这次大晴天，各有各的好。仿佛天空之城，八百里延绵山脉尽在脚下，超级赞？。,5,[8.07627351e-04 9.99192373e-01],[0.00750726 0.99249274],[0.00348748 0.99651252],1
1603369630,未知,107705613,M10****645,先说说网络购票的问题，有两种票：门票、套票（门票+索道票）70岁老人免门票，所以想在网上单独预定索道票不行再说景区景色：老君山十里画屏比金顶有可看性，就是累！旁边的两个沟：追梦谷，白起了这么诗意的名字，啥都没有！寨沟不错，如果你是住在寨沟旁的民宿的话，这个沟小溪流水，翠竹掩映，不错,5,[0.38240538 0.61759462],[0.13204211 0.8679579 ],[0.28226007 0.71773994],1
1602208168,未知,14287337,E08****93,百度上搜索到的老君山的照片深深地吸引着我们，所以，国庆节去了。早上不到7点我们就开车到了第一段索道--云锦索道下面的停车场，那时游客已经非常多了，一打听，才了解到，因国庆人多，云锦索道早上6点就开始运营了。排了半个小时队，才坐上了缆车，十几分钟后到达中天门。到中天门后，我们没有乘坐到南天门的第二段索道--峰林索道，步行上了南天门，然后，游览一步一景的十里花屏，随后，到达伏牛山的主峰，最后，到达玉皇顶。从中天门步行上山到下山返回到中天门，一共约3个小时。景色很美，值得一去。,5,[0.00949847 0.99050153],[0.03209001 0.96791   ],[0.01853509 0.98146491],1
1597140927,未知,214595572,_WeCh****997872,云雾缭绕，云烟四溢，很美，我们一家人买的通票，峰林索道下来以后，因为时间足够我们就走的不快，走了有两个小时，如果体力够的话可以考虑只坐中灵（中灵停运的话会有云景索道，我们这次坐的就是云景），听说到终点需要三四个小时，如果体力有限，通票也是不错的选择，尽量工作日出行，人员不是特别密集，基本不用等待，周末听说坐索道需要很久，另外自驾的朋友，车是可以一直开到索道入口处的，特别方便，没有开车的朋友可以坐观光车，信我，因为从门口开始到索道入口，真的真的太太太远了！,5,[0.14920971 0.85079029],[0.25120515 0.74879485],[0.19000789 0.80999213],1
1596887248,未知,260310329,胤希梦想旅行家,买了两个索道门票，结果第一个索道做完，中途中天门的时候我走错了，结果这一错走了四五个小时才登顶，真是把人累死了！累死了！累死了！但是沿途的景色是真的美景如画，云雾翻腾，仙气十足！虽然累但却值得一去！不虚此行。这个景点推荐给所有朋友。唯一不足的是开车去还好，要是走路的话从景区入口走到景区都要做小火车，但小火车并不方便。值得推荐，体验很好，景色不错，,5,[0.01807839 0.98192161],[0.08238065 0.91761935],[0.0437993  0.95620072],1
1596011904,未知,246543038,M35****0746,有趣好玩，值得推荐，体验很好，景色不错，,4,[3.58116069e-04 9.99641884e-01],[0.0010069 0.9989931],[6.17630159e-04 9.99382388e-01],1
